row,column,original_data,sensitivity_level,protection_status,confidence,sensitive_types
1179,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1179,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1179,ip,localhost,No sensible,Estado desconocido,0.1,
1180,email,email,No sensible,Estado desconocido,0.1,
1180,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1180,rut,rut,No sensible,Estado desconocido,0.1,
1180,telefono,telefono,No sensible,Estado desconocido,0.1,
1180,ip,ip,No sensible,Estado desconocido,0.1,
1181,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1181,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1181,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1181,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1181,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1182,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1182,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1182,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1182,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1182,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1183,email,admin@test.com,No sensible,Estado desconocido,0.1,
1183,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1183,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1183,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1183,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1184,email,user@example.org,No sensible,Estado desconocido,0.1,
1184,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1184,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1184,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1184,ip,localhost,No sensible,Estado desconocido,0.1,
1185,email,email,No sensible,Estado desconocido,0.1,
1185,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1185,rut,rut,No sensible,Estado desconocido,0.1,
1185,telefono,telefono,No sensible,Estado desconocido,0.1,
1185,ip,ip,No sensible,Estado desconocido,0.1,
1186,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1186,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1186,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1186,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1186,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1187,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1187,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1187,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1187,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1187,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1188,email,admin@test.com,No sensible,Estado desconocido,0.1,
1188,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1188,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1188,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1188,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1189,email,user@example.org,No sensible,Estado desconocido,0.1,
1189,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1189,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1189,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1189,ip,localhost,No sensible,Estado desconocido,0.1,
1190,email,email,No sensible,Estado desconocido,0.1,
1190,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1190,rut,rut,No sensible,Estado desconocido,0.1,
1190,telefono,telefono,No sensible,Estado desconocido,0.1,
1190,ip,ip,No sensible,Estado desconocido,0.1,
1191,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1191,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1191,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1191,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1191,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1192,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1192,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1192,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1192,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1192,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1193,email,admin@test.com,No sensible,Estado desconocido,0.1,
1193,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1193,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1193,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1193,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1194,email,user@example.org,No sensible,Estado desconocido,0.1,
1194,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1194,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1194,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1194,ip,localhost,No sensible,Estado desconocido,0.1,
1195,email,email,No sensible,Estado desconocido,0.1,
1195,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1195,rut,rut,No sensible,Estado desconocido,0.1,
1195,telefono,telefono,No sensible,Estado desconocido,0.1,
1195,ip,ip,No sensible,Estado desconocido,0.1,
1196,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1196,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1196,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1196,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1196,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1197,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1197,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1197,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1197,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1197,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1198,email,admin@test.com,No sensible,Estado desconocido,0.1,
1198,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1198,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1198,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1198,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1199,email,user@example.org,No sensible,Estado desconocido,0.1,
1199,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1199,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1199,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1199,ip,localhost,No sensible,Estado desconocido,0.1,
1200,email,email,No sensible,Estado desconocido,0.1,
1200,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1200,rut,rut,No sensible,Estado desconocido,0.1,
1200,telefono,telefono,No sensible,Estado desconocido,0.1,
1200,ip,ip,No sensible,Estado desconocido,0.1,
1201,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1201,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1201,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1201,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1201,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1202,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1202,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1202,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1202,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1202,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1203,email,admin@test.com,No sensible,Estado desconocido,0.1,
1203,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1203,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1203,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1203,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1204,email,user@example.org,No sensible,Estado desconocido,0.1,
1204,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1204,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1204,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1204,ip,localhost,No sensible,Estado desconocido,0.1,
1205,email,email,No sensible,Estado desconocido,0.1,
1205,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1205,rut,rut,No sensible,Estado desconocido,0.1,
1205,telefono,telefono,No sensible,Estado desconocido,0.1,
1205,ip,ip,No sensible,Estado desconocido,0.1,
1206,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1206,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1206,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1206,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1206,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1207,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1207,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1207,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1207,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1207,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1208,email,admin@test.com,No sensible,Estado desconocido,0.1,
1208,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1208,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1208,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1208,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1209,email,user@example.org,No sensible,Estado desconocido,0.1,
1209,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1209,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1209,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1209,ip,localhost,No sensible,Estado desconocido,0.1,
1210,email,email,No sensible,Estado desconocido,0.1,
1210,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1210,rut,rut,No sensible,Estado desconocido,0.1,
1210,telefono,telefono,No sensible,Estado desconocido,0.1,
1210,ip,ip,No sensible,Estado desconocido,0.1,
1211,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1211,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1211,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1211,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1211,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1212,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1212,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1212,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1212,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1212,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1213,email,admin@test.com,No sensible,Estado desconocido,0.1,
1213,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1213,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1213,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1213,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1214,email,user@example.org,No sensible,Estado desconocido,0.1,
1214,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1214,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1214,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1214,ip,localhost,No sensible,Estado desconocido,0.1,
1215,email,email,No sensible,Estado desconocido,0.1,
1215,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1215,rut,rut,No sensible,Estado desconocido,0.1,
1215,telefono,telefono,No sensible,Estado desconocido,0.1,
1215,ip,ip,No sensible,Estado desconocido,0.1,
1216,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1216,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1216,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1216,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1216,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1217,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1217,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1217,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1217,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1217,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1218,email,admin@test.com,No sensible,Estado desconocido,0.1,
1218,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1218,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1218,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1218,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1219,email,user@example.org,No sensible,Estado desconocido,0.1,
1219,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1219,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1219,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1219,ip,localhost,No sensible,Estado desconocido,0.1,
1220,email,email,No sensible,Estado desconocido,0.1,
1220,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1220,rut,rut,No sensible,Estado desconocido,0.1,
1220,telefono,telefono,No sensible,Estado desconocido,0.1,
1220,ip,ip,No sensible,Estado desconocido,0.1,
1221,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1221,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1221,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1221,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1221,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1222,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1222,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1222,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1222,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1222,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1223,email,admin@test.com,No sensible,Estado desconocido,0.1,
1223,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1223,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1223,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1223,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1224,email,user@example.org,No sensible,Estado desconocido,0.1,
1224,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
1224,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1224,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1224,ip,localhost,No sensible,Estado desconocido,0.1,
1225,email,email,No sensible,Estado desconocido,0.1,
1225,password_hash,password_hash,No sensible,Estado desconocido,0.1,
1225,rut,rut,No sensible,Estado desconocido,0.1,
1225,telefono,telefono,No sensible,Estado desconocido,0.1,
1225,ip,ip,No sensible,Estado desconocido,0.1,
1226,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
1226,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
1226,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1226,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1226,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
1227,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
1227,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
1227,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1227,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
1227,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1228,email,admin@test.com,No sensible,Estado desconocido,0.1,
1228,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
1228,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
1228,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
1228,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
1229,email,user@example.org,No sensible,Estado desconocido,0.1,
